2.014643918756622725e+03,1.610846306712184344e+02,-6.120147559581150887e+01
2.014644121377005831e+03,1.610846306707110500e+02,-6.120147559565240414e+01
2.014744162374356620e+03,1.610846304197293648e+02,-6.120147552162875826e+01
2.014744364993915951e+03,1.610846304192162393e+02,-6.120147552148749526e+01
2.014857829496254453e+03,1.610846301240542573e+02,-6.120147544634554748e+01
2.014905060895600400e+03,1.610846299950288483e+02,-6.120147541636811184e+01
2.015006050997319107e+03,1.610846297048625217e+02,-6.120147535094634605e+01
2.015162737611573675e+03,1.610846292260108328e+02,-6.120147523553843882e+01
2.015162940232273741e+03,1.610846292253821161e+02,-6.120147523537434608e+01
2.015278366192391104e+03,1.610846288704400138e+02,-6.120147513609099121e+01
2.015278568815372637e+03,1.610846288698274691e+02,-6.120147513590794119e+01
2.015279051109336478e+03,1.610846288683696343e+02,-6.120147513547214402e+01
2.015279253727438117e+03,1.610846288677572886e+02,-6.120147513528900873e+01
2.015348876917668122e+03,1.610846286608686739e+02,-6.120147507120895369e+01
2.015349079538019396e+03,1.610846286602778434e+02,-6.120147507101999196e+01
2.015458347179506745e+03,1.610846283523600277e+02,-6.120147496901753925e+01
2.015458549800206583e+03,1.610846283518090445e+02,-6.120147496883047467e+01
2.015550705132392750e+03,1.610846281080281415e+02,-6.120147488601054420e+01
2.015550907752839294e+03,1.610846281075054947e+02,-6.120147488583464224e+01
2.015621188672997960e+03,1.610846279286802769e+02,-6.120147482689337437e+01
2.015621391293254192e+03,1.610846279281702778e+02,-6.120147482672977901e+01
2.015731944559472140e+03,1.610846276506887023e+02,-6.120147474311560387e+01
2.015732147179950289e+03,1.610846276501769125e+02,-6.120147474297229451e+01
2.015775073661875467e+03,1.610846275409681141e+02,-6.120147471331934241e+01
2.015775276281846573e+03,1.610846275404482810e+02,-6.120147471318251320e+01
2.015887374612549820e+03,1.610846272436759534e+02,-6.120147464044379859e+01
2.015939190090406100e+03,1.610846270989745790e+02,-6.120147460748798096e+01
2.015939392710155289e+03,1.610846270983985562e+02,-6.120147460735817191e+01
2.016036292447904771e+03,1.610846268144227338e+02,-6.120147454304511569e+01
2.016119960724072826e+03,1.610846265586614265e+02,-6.120147448183080741e+01
2.016196407905607430e+03,1.610846263217819967e+02,-6.120147442003368354e+01
2.016196610525229971e+03,1.610846263211550706e+02,-6.120147441986249248e+01
2.016316829359647045e+03,1.610846259553459845e+02,-6.120147431269609939e+01
2.016317031981994887e+03,1.610846259547442969e+02,-6.120147431250810399e+01
2.016317514274374389e+03,1.610846259533123828e+02,-6.120147431206056154e+01
2.016390275580113894e+03,1.610846257416597780e+02,-6.120147424381125489e+01
2.016390757873507482e+03,1.610846257402873221e+02,-6.120147424335657860e+01
2.016492016250760571e+03,1.610846254612116866e+02,-6.120147414892179683e+01
2.016492218870763281e+03,1.610846254606705656e+02,-6.120147414873677860e+01
2.016588666256337547e+03,1.610846252094456474e+02,-6.120147406389474298e+01
2.016652312674569657e+03,1.610846250484021596e+02,-6.120147401226221717e+01
2.016765109587706320e+03,1.610846247632739789e+02,-6.120147392998460845e+01
2.016806668001400567e+03,1.610846246558247969e+02,-6.120147390216905592e+01
2.016806870622860970e+03,1.610846246552956131e+02,-6.120147390203587179e+01
2.016916922400816247e+03,1.610846243580536452e+02,-6.120147383147523357e+01
2.016974207404587105e+03,1.610846241945822896e+02,-6.120147379446120794e+01
2.016974410024970211e+03,1.610846241939933066e+02,-6.120147379432789592e+01
2.017066737966638811e+03,1.610846239187441427e+02,-6.120147373065484686e+01
2.017159051223350389e+03,1.610846236344232523e+02,-6.120147365925132732e+01
