Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2017-08-17T08:36:04.453 ,2,0.0038174635086085616,2.07176760072005,FoVF,-0.6727133736480891,0.7231749234901533,2457982.8579247575
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2017-09-07T06:48:26.628 ,5,-0.0023131731309101794,0.9635464981313973,FoVP,0.6062491200077351,0.7163728700916092,2458003.782395298
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2017-09-07T08:35:00.839 ,3,0.00267953690171871,0.9617961997498863,FoVF,0.6083011404279005,0.7143925662849446,2458003.8564000456
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2017-10-18T19:16:33.316 ,2,0.004949710350277132,3.066201145958074,FoVF,-0.5034302435205371,0.7156249368375264,2458045.301276519
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2017-10-18T23:30:13.325 ,7,-0.005765165008757807,3.059039678718711,FoVP,-0.49576451019856965,0.7209560122698377,2458045.477434389
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2017-11-02T23:34:18.218 ,7,-0.007056846810449779,2.1208337283049916,FoVP,0.5229629953214563,0.7132200871927401,2458060.4803985157
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2017-11-03T01:20:52.378 ,6,-0.002483817285455624,2.117852067588744,FoVF,0.5261559270204257,0.7109718648109045,2458060.554406123
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2017-12-12T10:22:46.920 ,4,-6.542676037401454E-4,-2.0737039373402975,FoVP,-0.6518552022809878,0.7070247194065716,2458099.9319094806
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-01-04T10:14:51.661 ,7,-0.00672701052467363,3.054394987472216,FoVP,0.6960602405115976,0.7104133876415857,2458122.927485847
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-01-04T12:01:25.876 ,5,-0.0011810558756152765,3.054740730026664,FoVF,0.6966482683215591,0.7098974696833636,2458123.001496661
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-02-05T21:45:08.034 ,5,-0.002575337936097473,-1.1772304022522133,FoVP,-0.6852964590024674,0.7013918981605632,2458155.408463628
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-03-14T15:20:40.783 ,3,1.2894387518864019E-5,-1.9865874619378974,FoVP,0.5592290488148426,0.7129721103135308,2458192.1428769645
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-03-14T17:07:14.968 ,3,0.0034304577392137918,-1.9823613845205839,FoVF,0.5571070380557263,0.714449774397087,2458192.216885676
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-04-09T03:24:50.730 ,1,0.003445184850975803,-0.21043325007921204,FoVP,-0.5069226314954394,0.7129114119928035,2458217.6461808044
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-04-09T05:11:24.910 ,4,4.2046671651798745E-4,-0.20601217243187178,FoVF,-0.509011983712813,0.7113927461110088,2458217.720187921
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-04-09T09:25:05.045 ,7,-0.006835021631991889,-0.19552806037872666,FoVP,-0.5139590240472073,0.7077750348762752,2458217.8963478315
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-05-23T09:02:15.856 ,3,0.0013933567042381967,-0.6812098157773477,FoVP,0.5938721949721184,0.7203239506839674,2458261.8799364483
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-05-23T10:48:50.025 ,2,0.005174746139686611,-0.6775808552471372,FoVF,0.5922964395718637,0.7218542490685088,2458261.9539408423
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-06-22T10:41:14.455 ,3,0.003072943815342693,1.2555626857030342,FoVF,-0.6912989401950829,0.7215277979488738,2458291.9475253765
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-07-23T14:38:09.341 ,7,-0.006040943863144627,0.1628050768148799,FoVP,0.7201658192012842,0.7201907397143574,2458323.110547724
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-07-23T16:24:43.559 ,5,-8.81516040428306E-4,0.16349809227390577,FoVF,0.7204033471839967,0.7198865411266979,2458323.1845512358
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-08-30T21:34:04.899 ,2,0.0037227503958900034,2.252767573397031,FoVF,-0.6259865307213105,0.7206710950224738,2458361.397688359
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-10-30T08:14:09.026 ,3,0.0035635430492218724,-2.982805503494906,FoVF,-0.5115316711029195,0.7155286049702888,2458421.841359524
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-11-15T06:31:02.745 ,7,-0.006026510514980075,2.320568389469103,FoVP,0.5577202306698243,0.7108404535172416,2458437.7700513285
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-11-15T08:17:36.921 ,5,-0.0012282895755874965,2.3178985571927964,FoVF,0.5606744078557329,0.7086883362926486,2458437.8440598333
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-12-23T11:26:20.088 ,2,0.0016168929299124907,-1.8744811371946213,FoVP,-0.6821277250953462,0.7064249224923267,2458475.976535464
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2018-12-23T13:12:54.296 ,7,-0.003928809247469663,-1.8747624928184836,FoVF,-0.6811828756754917,0.7074979541360061,2458476.0505459798
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-01-17T23:14:14.343 ,2,0.0026653716844038085,-3.0283920906536808,FoVP,0.7035347877900209,0.7105633299929162,2458501.4694045275
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-02-17T16:53:14.099 ,1,0.004735408473656828,-1.0167592206097065,FoVP,-0.6531559549661596,0.7069683000520629,2458532.206286897
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-02-17T18:39:48.283 ,5,1.5315135367784233E-4,-1.0137134429187302,FoVF,-0.6543331893485052,0.7056693074532548,2458532.280296782
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-03-29T12:15:11.070 ,7,-0.004201007479696938,-1.67514414890254,FoVF,0.5223914530468011,0.7146855520356418,2458572.014373804
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-03-29T16:28:51.109 ,2,0.0031094271492130474,-1.6645999627229642,FoVP,0.517166222296738,0.7182223685082819,2458572.190534239
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-03-29T18:15:25.248 ,1,0.006151707103615809,-1.660150704896503,FoVF,0.5149586733824344,0.719707222465334,2458572.264541547
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-04-23T16:34:42.430 ,1,0.004351535008842583,0.07343249483361627,FoVP,-0.5138332390196104,0.7156310285994953,2458597.1946992525
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-04-23T18:21:16.596 ,4,0.0014105491068230854,0.07785880292359783,FoVF,-0.5159993470893373,0.7141465321770357,2458597.268705304
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-04-23T22:34:56.691 ,7,-0.005651925483962321,0.08835225101783618,FoVP,-0.521127702352878,0.7106095840358986,2458597.4448626246
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-06-05T04:11:42.039 ,7,-0.006973225468447075,-0.5112639486682855,FoVP,0.6393520654100431,0.720274528352613,2458639.6777484193
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-06-05T05:58:16.302 ,6,-0.0027931128399170868,-0.5081377030697704,FoVF,0.638062890151456,0.7216302579469721,2458639.751753334
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-07-07T03:56:45.738 ,1,0.004883185043265384,1.486135296401175,FoVP,-0.7159099553472722,0.7195045449627622,2458671.665969517
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-07-07T05:43:19.932 ,5,-1.845906658947595E-5,1.487863956192101,FoVF,-0.7164021377520018,0.7190780199919247,2458671.739972803
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-07-21T11:38:23.852 ,2,0.001909125569319627,0.1269232483525024,FoVP,0.7191101963266993,0.7197788347445456,2458685.9858447174
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-07-21T13:24:58.065 ,6,-0.0031190781052271815,0.12826298665768848,FoVF,0.7189058802617421,0.7199475509294986,2458686.0598481568
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-08-23T00:58:41.548 ,4,-5.752417874643021E-4,2.139706452696015,FoVP,-0.6512395322296302,0.7204390795435252,2458718.5401031603
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-08-23T02:45:15.742 ,2,0.0037812601620381635,2.142640588218403,FoVF,-0.652388697340912,0.7191771157344717,2458718.6141070286
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-10-03T02:40:04.427 ,2,0.0015980947454521906,1.4926872649163656,FoVP,0.5294571672036235,0.705775493332333,2458759.6093784543
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-10-03T04:26:38.636 ,5,-0.0014417125686199655,1.4971068844902442,FoVF,0.5272948502741682,0.7072712855622963,2458759.68338461
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-10-28T03:21:36.410 ,2,0.0021464309788859206,-3.0366966869722947,FoVP,-0.5041247070407856,0.7157497005913043,2458784.6381889014
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-10-28T05:08:10.562 ,2,0.0051989475182363035,-3.0321930407218094,FoVF,-0.506336945014838,0.7142631673298533,2458784.7121960055
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-12-07T12:49:33.411 ,1,0.006100912078524599,2.6430390369941703,FoVF,0.6381765397620818,0.704608462079725,2458825.033633126
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2019-12-07T17:03:13.410 ,6,-0.004495866286153868,2.65086774676572,FoVP,0.6350006211394563,0.7079896453486801,2458825.209797516
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-01-06T18:17:39.921 ,1,0.004443406548404445,-1.6371801371640549,FoVP,-0.7047732243167735,0.7068930910750706,2458855.2628812776
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-02-02T03:08:14.333 ,2,0.004923694556420625,-2.783890971470979,FoVF,0.6888754368421441,0.711725679304687,2458881.632665424
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-03-27T16:03:21.769 ,2,0.00275362868996985,-1.6923317111217961,FoVP,0.5219086684134108,0.7202487515774784,2458936.172829036
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-03-27T17:49:55.983 ,6,-0.0019179191107742972,-1.6950276257326002,FoVF,0.5248194218709391,0.7180169067859977,2458936.246837283
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-05-08T18:44:43.909 ,6,-0.004953120103753852,0.41457292066009727,FoVP,-0.5589240058321593,0.7124720400216464,2458978.284799713
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-05-08T20:31:18.097 ,5,-2.517634888079176E-4,0.41218738552333595,FoVF,-0.5563251928462305,0.7146716425004043,2458978.3588050804
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-05-27T01:16:49.487 ,3,3.419434365462223E-5,-0.6231285819907473,FoVP,0.6056212083967203,0.7252731222305948,2458996.5566108837
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-05-27T03:03:23.681 ,7,-0.004819491270121196,-0.6250842945096464,FoVF,0.6080612147342923,0.7234579891192606,2458996.630615369
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-07-05T03:24:54.984 ,2,0.003223937719099393,1.4667612901939244,FoVP,-0.7164806366344694,0.7171959436965714,2459035.6439295
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-08-31T15:31:50.209 ,3,0.002039961412867241,2.269000239948161,FoVF,-0.6187261167042214,0.7168809472979629,2459093.1461109524
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-09-19T07:47:02.945 ,2,0.0025293232941905456,1.213988927844328,FoVP,0.5627782419106638,0.7056997161037893,2459111.822795943
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-10-30T20:11:52.277 ,1,0.006068613913497485,-2.9592775990457887,FoVF,-0.5109208938853196,0.7116234845555375,2459153.339812511
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-10-31T00:25:32.307 ,6,-0.0050389877380171266,-2.965982997113184,FoVP,-0.5037593043961571,0.7169418615463834,2459153.5159724844
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-11-16T00:28:47.722 ,3,0.001196046102613601,2.3344544964563836,FoVP,0.5655952398544084,0.7027557243241469,2459169.5185426567
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-11-16T02:15:21.963 ,1,0.006050883971219508,2.3318825441271014,FoVF,0.5684723551749428,0.7006333818095438,2459169.5925519867
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-12-23T23:24:39.303 ,2,0.0030522646920204933,-1.8566982986083795,FoVP,-0.6802081779913884,0.7088610385477345,2459207.475441465
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2020-12-24T01:11:13.512 ,6,-0.0024971118483080768,-1.8569108475911942,FoVF,-0.6793050934183777,0.7098858181241284,2459207.549452034
source,2.8114571379767974,-1.0681672450765052,10:44:20.311,-61:12:05.310,2021-01-18T17:12:10.661 ,2,0.0030532307459119755,-3.0089464356630615,FoVP,0.7078761145311371,0.7072883039060447,2459233.218066724
