Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-06-07T11:26:27.424 ,5,-0.002841727923560897,2.6256433903779537,FoVP,0.35045392781170265,0.7243456456989261,2457911.974113482
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-06-07T13:13:01.597 ,5,-0.001428590407753174,2.620622816155691,FoVF,0.3537743260668243,0.723469115805084,2457912.048124939
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-06-07T17:26:41.629 ,2,0.002045539891513775,2.6087044944919144,FoVP,0.3616553712592471,0.7213290033098062,2457912.224294235
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-06-07T19:13:15.887 ,3,0.003551616039089498,2.6037112701425436,FoVF,0.3649566237508093,0.720407640614307,2457912.2983066943
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-07-18T18:45:30.238 ,3,0.002842660496427045,-2.7659079889505396,FoVF,-0.722840683675343,0.721789549401498,2457953.282334238
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-08-25T16:17:16.791 ,3,0.0010819199955405606,1.8232246442782696,FoVP,0.511087879427984,0.7209645356152555,2457991.1826358745
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-08-25T18:03:50.963 ,2,0.004723903457237029,1.8270190628152543,FoVF,0.5075236083068843,0.7227889992052882,2457991.2566480613
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-09-07T16:24:09.960 ,2,0.0020111695215839845,2.67752687697121,FoVP,-0.2842137279559552,0.7165964227586513,2458004.1883179974
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-09-07T18:10:44.163 ,5,-0.0011727517081778183,2.68175338837864,FoVF,-0.28763331298334566,0.7144688922525396,2458004.262329605
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-12-11T12:46:42.076 ,6,-0.004949253232602696,-0.6170395048722708,FoVP,0.4075358370927685,0.704247835481761,2458099.036836365
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-12-11T14:33:16.323 ,5,-8.193738939055038E-4,-0.6133444554658837,FoVF,0.40466150545433693,0.7066394336799644,2458099.110838583
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2017-12-28T02:36:49.986 ,4,0.0015818266701959132,0.4562090251401422,FoVF,-0.6073138286077582,0.7085050722582463,2458115.6120140725
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-01-30T00:15:36.227 ,6,-0.003907354998818878,-1.2803855062844813,FoVP,0.6892419979158798,0.7047979305553972,2458148.510957142
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-01-30T02:02:10.430 ,4,0.0013824037938059335,-1.2820221917446906,FoVF,0.6898610483868526,0.7039272477263199,2458148.584957375
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-06-06T02:11:01.929 ,2,0.005356050461954632,-2.756840187548954,FoVF,-0.3273076051842376,0.715831820858941,2458275.5882951184
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-06-06T06:24:42.024 ,4,-0.0011935117537590658,-2.7673926884474835,FoVP,-0.32187764868147106,0.7200543692302459,2458275.7644648203
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-06-06T08:11:16.194 ,7,-0.00392845076233456,-2.771836014651981,FoVF,-0.31957666122284856,0.7218192822346172,2458275.8384761335
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-06-26T02:18:05.181 ,7,-0.004905193034028425,2.2092691952516743,FoVF,0.6014027545543752,0.7233317099835758,2458295.594650127
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-06-26T06:31:45.188 ,1,0.004044433883721983,2.200720765022467,FoVP,0.6071878954343635,0.7198370224920217,2458295.770821853
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-07-30T00:08:37.930 ,1,0.00394235252638196,-2.848970778001754,FoVP,-0.7120425324577158,0.7199918153543223,2458329.507712341
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-07-30T01:55:12.138 ,5,-0.0012658750401429344,-2.8487683772608206,FoVF,-0.712465423075841,0.7193734072786516,2458329.581725979
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-09-12T11:17:01.680 ,7,-0.00580866009257708,2.037237677051827,FoVP,0.14488815998525692,0.7092199282046172,2458373.975301282
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-09-12T17:17:16.236 ,6,-0.004862423434413299,2.0551424133743805,FoVP,0.12921108369394077,0.7097156850233555,2458374.2254840294
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-09-12T19:03:50.532 ,7,-0.004677441660520096,2.060443979130093,FoVF,0.1245749325487773,0.7097965029203998,2458374.299496301
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-09-12T23:17:30.749 ,6,-0.00441067078872446,2.07306870218037,FoVP,0.11354663803570444,0.7098675428844222,2458374.4756662073
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-09-13T01:04:05.038 ,7,-0.004371241358966494,2.0783740277449887,FoVF,0.10891750300111266,0.7098463501683526,2458374.549678377
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-09-13T05:17:45.249 ,6,-0.00444942510118604,2.0910029736457085,FoVP,0.09791190759319171,0.7096743221106105,2458374.725848163
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-09-13T07:04:19.541 ,7,-0.004554245556535175,2.0963081109445305,FoVF,0.09329481685536388,0.7095509721975016,2458374.7998603336
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-09-13T11:17:59.766 ,6,-0.004974059035337549,2.1089320157171914,FoVP,0.08232380759265093,0.7091358926525022,2458374.9760302436
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2018-09-13T17:18:14.331 ,7,-0.005979324374152782,2.1268430226250326,FoVP,0.06679894310290033,0.7082531436300168,2458375.22621279
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2019-01-11T07:46:21.510 ,2,0.0027185465098790327,0.40753883573913224,FoVP,-0.6908922080686357,0.7093104802341698,2458494.8257226837
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2019-01-11T09:32:55.719 ,6,-0.0027908306361591447,0.4082489968775772,FoVF,-0.6919107679900518,0.7085507317050918,2458494.899722965
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2019-06-16T13:34:06.352 ,5,-0.0033855404144120405,-2.6951035072271425,FoVP,-0.48978178432500685,0.7212025740004842,2458651.0633460167
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2019-07-12T03:18:00.262 ,7,-0.004570497666166885,2.0123184498022098,FoVF,0.7006150744661215,0.7207114133950485,2458676.6375961076
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2019-08-14T10:10:29.202 ,2,0.002699593585105185,1.823098338716742,FoVP,0.6286442368534121,0.7195241328017961,2458709.926979746
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2019-08-14T11:57:03.416 ,6,-0.0018458571818877143,1.8205013099560754,FoVF,0.6298230415280741,0.7179657054766441,2458710.0009930297
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2019-12-18T02:01:16.900 ,2,0.002890824366026102,0.4493161683414585,FoVP,-0.4947680803703038,0.7102069056159868,2458835.588175048
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2019-12-18T03:47:51.174 ,1,0.006868499340168999,0.4454477666943189,FoVF,-0.492871556834841,0.7122250295227611,2458835.662177146
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2020-01-11T08:52:15.897 ,2,0.002803499128406509,-1.1401848570100348,FoVP,0.6938507264111202,0.7074528499686542,2458859.8715012525
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2020-01-11T10:38:50.108 ,6,-0.0024455717551021923,-1.1420031941526865,FoVF,0.6948593586469077,0.7067025557832216,2458859.945501549
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2020-02-07T03:58:21.061 ,7,-0.005418494994035728,0.1695497222484252,FoVP,-0.6475266412936391,0.7127521857355541,2458886.6649385667
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2020-02-07T05:44:55.283 ,5,-6.908561856322447E-5,0.1709299843383776,FoVF,-0.6487078921138287,0.7112318815918358,2458886.738939236
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2020-07-01T00:52:24.070 ,5,-0.0027189514590472107,2.129632780220616,FoVP,0.6468517492467277,0.7185428393739192,2459031.5355791976
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2020-07-28T19:57:04.009 ,2,0.0025776963784546482,-2.842684369783094,FoVP,-0.7105807805045956,0.7187886415059701,2459059.332941588
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2020-07-30T13:53:58.470 ,5,1.1507867403357811E-4,-2.85787992724388,FoVF,-0.7063084487431871,0.7182809395522857,2459061.080950073
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2020-12-21T07:48:28.848 ,6,-0.003902464328841014,-0.8571528280064192,FoVP,0.5472192568769467,0.7075283807992226,2459204.828960824
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2020-12-21T09:35:03.071 ,4,0.001009437715771182,-0.8545652019941397,FoVF,0.5452120276438396,0.709724358926164,2459204.902962064
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-01-12T03:30:28.558 ,4,0.0012595961618322275,0.40072143940619487,FoVF,-0.6979221797682897,0.7079276338134092,2459226.6478841226
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-02-10T03:10:49.969 ,7,-0.0033905385830867853,-1.3185935772516442,FoVF,0.6221887990474616,0.7116125735406199,2459255.6316013904
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-06-16T21:19:19.729 ,2,0.004792223911615394,-2.6842862953399225,FoVF,-0.5039552763006362,0.718854927463516,2459382.386456903
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-06-17T01:32:59.757 ,6,-0.004157828837578931,-2.6928544684442124,FoVP,-0.4997438428328744,0.7234045039555338,2459382.5626277155
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-07-13T01:29:19.041 ,6,-0.004679653094038077,1.9988347684084022,FoVP,0.7068428191792996,0.7188479928720306,2459408.56222718
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-07-13T03:15:53.238 ,4,2.4176254304263622E-4,1.9971583387557126,FoVF,0.7077651028005935,0.7181501135454903,2459408.6362406607
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-08-10T13:15:56.911 ,3,0.0011894461643845258,-2.9738374053981786,FoVP,-0.6547666953199085,0.7177854547212862,2459437.0554727186
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-08-10T15:02:31.126 ,7,-0.0038708954866233164,-2.9725196202525974,FoVF,-0.6558955960925822,0.7162944540587463,2459437.1294861506
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-12-31T08:54:37.428 ,3,0.00146823217529856,-1.015387368535844,FoVP,0.6346082463499949,0.7084799315176662,2459579.874058223
source,0.2959715152514507,0.5970946660947098,01:07:49.900,+34:12:39.616,2021-12-31T10:41:11.616 ,1,0.006802903210233864,-1.0138333853803287,FoVF,0.6333308335531784,0.7101183354214433,2459579.9480585544
