2.014652543546879315e+03,1.695791899316249385e+01,3.421100413481747182e+01
2.014652746166406814e+03,1.695791899310085071e+01,3.421100413486308156e+01
2.014995374810632029e+03,1.695791889108013351e+01,3.421100422585676171e+01
2.014995577431458742e+03,1.695791889100746630e+01,3.421100422591301538e+01
2.015066052463843789e+03,1.695791886412692406e+01,3.421100424500458814e+01
2.015135852966987386e+03,1.695791883451208193e+01,3.421100426264870720e+01
2.015484261527302351e+03,1.695791867633976580e+01,3.421100433224049908e+01
2.015484743820664335e+03,1.695791867614788373e+01,3.421100433233002747e+01
2.015566850904504690e+03,1.695791864552759520e+01,3.421100434813612168e+01
2.015632751807076602e+03,1.695791862379873649e+01,3.421100436196429229e+01
2.015633234100470190e+03,1.695791862364812985e+01,3.421100436207009210e+01
2.016022881807203248e+03,1.695791850590444128e+01,3.421100446513236903e+01
2.016023084427617960e+03,1.695791850582844873e+01,3.421100446518778426e+01
2.016105659347225355e+03,1.695791847270576369e+01,3.421100448695206353e+01
2.016105861968305589e+03,1.695791847261947893e+01,3.421100448700317287e+01
2.016162476138141074e+03,1.695791844770839418e+01,3.421100450077776856e+01
2.016162678755957359e+03,1.695791844761668088e+01,3.421100450082522570e+01
2.016163161049699511e+03,1.695791844739829202e+01,3.421100450093813095e+01
2.016514511990994151e+03,1.695791829054351396e+01,3.421100457002599882e+01
2.016607342464319117e+03,1.695791825812218434e+01,3.421100458867854854e+01
2.016607545084575577e+03,1.695791825805683573e+01,3.421100458872165717e+01
2.016660051160481089e+03,1.695791824180789220e+01,3.421100460030221058e+01
2.016921790313648671e+03,1.695791816774899274e+01,3.421100466935493500e+01
2.016921992934918990e+03,1.695791816768604221e+01,3.421100466941273055e+01
2.016949866005875037e+03,1.695791815881803899e+01,3.421100467735914208e+01
2.016950068627050314e+03,1.695791815875200825e+01,3.421100467741681683e+01
2.017051075487140906e+03,1.695791812271730947e+01,3.421100470557153983e+01
2.017051278107460575e+03,1.695791812263859200e+01,3.421100470562617346e+01
2.017149257044198521e+03,1.695791808182083216e+01,3.421100473073531134e+01
2.017149739342503835e+03,1.695791808160799619e+01,3.421100473085180482e+01
2.017149941962601815e+03,1.695791808151854596e+01,3.421100473090071858e+01
2.017185347941415102e+03,1.695791806565294735e+01,3.421100473924788332e+01
2.017185550560594038e+03,1.695791806556096049e+01,3.421100473929450914e+01
2.017186032855571966e+03,1.695791806534195345e+01,3.421100473940545328e+01
2.017186235478331582e+03,1.695791806524992396e+01,3.421100473945203646e+01
2.017406694820994062e+03,1.695791796492803982e+01,3.421100478418296120e+01
2.017407177121232280e+03,1.695791796472243007e+01,3.421100478427324987e+01
2.017407379743263164e+03,1.695791796463608136e+01,3.421100478431117864e+01
2.017407862038019402e+03,1.695791796443063859e+01,3.421100478440146730e+01
2.017408546947201330e+03,1.695791796413908159e+01,3.421100478452968474e+01
2.017431832186985048e+03,1.695791795436971938e+01,3.421100478888965313e+01
2.017432034806100546e+03,1.695791795428596416e+01,3.421100478892763874e+01
2.017432517099811093e+03,1.695791795408668889e+01,3.421100478901804820e+01
2.017432719721620060e+03,1.695791795400300472e+01,3.421100478905604092e+01
2.017544918822660748e+03,1.695791791138976379e+01,3.421100481072550537e+01
2.017648675336242377e+03,1.695791787871720757e+01,3.421100483314000940e+01
2.017648877955326043e+03,1.695791787865898215e+01,3.421100483318691232e+01
2.017684280489010462e+03,1.695791786875179596e+01,3.421100484158762356e+01
2.017684483109076837e+03,1.695791786869649798e+01,3.421100484163688549e+01
2.017943962851294145e+03,1.695791779970019419e+01,3.421100491412204292e+01
2.017944165472754548e+03,1.695791779964001122e+01,3.421100491418331302e+01
2.017989346781314225e+03,1.695791778571356190e+01,3.421100492786728609e+01
2.018079427340070197e+03,1.695791775490364017e+01,3.421100495493929827e+01
2.018079629960136344e+03,1.695791775483014518e+01,3.421100495499953809e+01
2.018427353852289116e+03,1.695791763521891937e+01,3.421100508258471251e+01
2.018427836147996004e+03,1.695791763508693961e+01,3.421100508291687703e+01
2.018428038767016460e+03,1.695791763503142846e+01,3.421100508305680421e+01
2.018482124280078324e+03,1.695791761596177238e+01,3.421100513031992563e+01
2.018482606572996701e+03,1.695791761571519274e+01,3.421100513084761729e+01
2.018574965077508978e+03,1.695791747016355444e+01,3.421100524353320083e+01
2.018575167697733605e+03,1.695791746955223900e+01,3.421100524363271944e+01
2.018696701323294519e+03,1.695791729836859574e+01,3.421100512262475490e+01
2.018697386247243230e+03,1.695791729853000263e+01,3.421100512214928102e+01
2.018697588870256368e+03,1.695791729857827335e+01,3.421100512200995780e+01
2.018698071169829063e+03,1.695791729869410247e+01,3.421100512168074204e+01
2.018698273792620512e+03,1.695791729874314768e+01,3.421100512154345097e+01
2.018698756092003123e+03,1.695791729886078514e+01,3.421100512121906689e+01
2.018698958714889613e+03,1.695791729891057642e+01,3.421100512108379377e+01
2.018699441014716058e+03,1.695791729902994760e+01,3.421100512076420586e+01
2.018700125938949668e+03,1.695791729920147972e+01,3.421100512031609497e+01
2.019027580725720554e+03,1.695791730754724469e+01,3.421100515233802497e+01
2.019027783345976786e+03,1.695791730749928661e+01,3.421100515239140805e+01
2.019455346615458666e+03,1.695791714746953360e+01,3.421100524398999454e+01
2.019525359351218185e+03,1.695791712174394661e+01,3.421100525710997431e+01
2.019616492673777429e+03,1.695791709204221931e+01,3.421100527564129123e+01
2.019616695294192141e+03,1.695791709198077868e+01,3.421100527568496119e+01
2.019960531754632711e+03,1.695791699511815409e+01,3.421100536548649274e+01
2.019960734376948722e+03,1.695791699505189953e+01,3.421100536554400406e+01
2.020027021569986346e+03,1.695791697198470516e+01,3.421100538408258984e+01
2.020027224190306015e+03,1.695791697190983527e+01,3.421100538413812586e+01
2.020100384727007167e+03,1.695791694316318754e+01,3.421100540353047137e+01
2.020100587347675400e+03,1.695791694307904152e+01,3.421100540358211362e+01
2.020497019547430682e+03,1.695791676725909625e+01,3.421100548463683566e+01
2.020573117854621387e+03,1.695791673957387147e+01,3.421100549943397340e+01
2.020577903214122671e+03,1.695791673794670373e+01,3.421100550040721799e+01
2.020971458819682084e+03,1.695791662127046351e+01,3.421100560092369136e+01
2.020971661440381922e+03,1.695791662120129928e+01,3.421100560098066268e+01
2.021031200996210146e+03,1.695791659974973697e+01,3.421100561746983715e+01
2.021110561321805108e+03,1.695791656765035071e+01,3.421100563823456753e+01
2.021457600062393794e+03,1.695791640971339476e+01,3.421100570916462402e+01
2.021458082355977695e+03,1.695791640951426871e+01,3.421100570925279527e+01
2.021529259482374982e+03,1.695791638161419357e+01,3.421100572256122518e+01
2.021529462102251046e+03,1.695791638153911052e+01,3.421100572260023398e+01
2.021607262811842475e+03,1.695791635450232704e+01,3.421100573827474278e+01
2.021607465432288791e+03,1.695791635443639933e+01,3.421100573831761693e+01
2.021998278621568261e+03,1.695791623733281739e+01,3.421100584000962641e+01
2.021998481241158970e+03,1.695791623725985886e+01,3.421100584006580192e+01
