2.014658226021718974e+03,1.733132166480806191e+01,-7.220949145668186020e+01
2.014658428640992952e+03,1.733132165671162994e+01,-7.220949145874607211e+01
2.014771521906608768e+03,1.733131676412065048e+01,-7.220949240472360486e+01
2.014771724527562355e+03,1.733131675497888224e+01,-7.220949240599921382e+01
2.014861337733826304e+03,1.733131278204070114e+01,-7.220949281116212148e+01
2.015032312575385959e+03,1.733130688712553891e+01,-7.220949289821724904e+01
2.015188030874115839e+03,1.733130442291190931e+01,-7.220949293798926760e+01
2.015188233494245424e+03,1.733130442112521052e+01,-7.220949293842386396e+01
2.015245722551366498e+03,1.733130399069517225e+01,-7.220949312124855624e+01
2.015345368460497639e+03,1.733130329501149092e+01,-7.220949373944633010e+01
2.015432945259588905e+03,1.733130226570620280e+01,-7.220949457090773649e+01
2.015433147881080913e+03,1.733130226254760942e+01,-7.220949457307573027e+01
2.015517119213438264e+03,1.733130056918682627e+01,-7.220949553059976722e+01
2.015517321832997368e+03,1.733130056412702302e+01,-7.220949553300023638e+01
2.015631381888451642e+03,1.733129696998287272e+01,-7.220949685458073475e+01
2.015631584506965055e+03,1.733129696236467865e+01,-7.220949685677551599e+01
2.015710291883666741e+03,1.733129375185479049e+01,-7.220949762778053582e+01
2.015710774176109680e+03,1.733129373091441749e+01,-7.220949763191892146e+01
2.015804504366555193e+03,1.733128954071077388e+01,-7.220949827128070808e+01
2.015804706986050860e+03,1.733128953161628871e+01,-7.220949827228974982e+01
2.015897042997407880e+03,1.733128557141909809e+01,-7.220949856919521892e+01
2.015959315558312483e+03,1.733128327562208426e+01,-7.220949861399367364e+01
2.016064389551296699e+03,1.733128042518284673e+01,-7.220949855623071301e+01
2.016064592171045888e+03,1.733128042100848631e+01,-7.220949855610817281e+01
2.016111620082674108e+03,1.733127958163895244e+01,-7.220949854097138143e+01
2.016111822702201607e+03,1.733127957855644041e+01,-7.220949854098267906e+01
2.016218948930431907e+03,1.733127843719898564e+01,-7.220949870100814394e+01
2.016472766973565740e+03,1.733127582316116744e+01,-7.220950069237611046e+01
2.016472969595501581e+03,1.733127581913889870e+01,-7.220950069469235189e+01
2.016554211712107417e+03,1.733127382338257405e+01,-7.220950165055288039e+01
2.016554414332173565e+03,1.733127381744073148e+01,-7.220950165295207057e+01
2.016667789281472551e+03,1.733126980444483323e+01,-7.220950291276224675e+01
2.016667991903756956e+03,1.733126979619560970e+01,-7.220950291477369376e+01
2.016749429426128700e+03,1.733126628326315455e+01,-7.220950361592089450e+01
2.016836318764132784e+03,1.733126238789419915e+01,-7.220950408938669796e+01
2.016931859799446102e+03,1.733125849949745145e+01,-7.220950428579845948e+01
2.016932062419734166e+03,1.733125849209200808e+01,-7.220950428591764592e+01
2.016989346696168241e+03,1.733125658209250375e+01,-7.220950428549458877e+01
2.016989549316075909e+03,1.733125657602369429e+01,-7.220950428539758548e+01
2.017095985218489432e+03,1.733125409317079857e+01,-7.220950422158568927e+01
2.017144056865952962e+03,1.733125339993993919e+01,-7.220950423352697101e+01
2.017144259487065028e+03,1.733125339749115312e+01,-7.220950423369031057e+01
2.017249543733680639e+03,1.733125248712004662e+01,-7.220950449674003835e+01
2.017250026027042622e+03,1.733125248397594120e+01,-7.220950449887031652e+01
2.017318455783582976e+03,1.733125202959646316e+01,-7.220950489350666146e+01
2.017411691561462249e+03,1.733125109621028415e+01,-7.220950570732473750e+01
2.017412173854253751e+03,1.733125108966891403e+01,-7.220950571223714576e+01
2.017513433182434710e+03,1.733124918167797546e+01,-7.220950684512884266e+01
2.017513635801613646e+03,1.733124917670406973e+01,-7.220950684752490645e+01
2.017592347778665044e+03,1.733124688263751523e+01,-7.220950777534764597e+01
2.017592830074340327e+03,1.733124686641483336e+01,-7.220950778089532207e+01
2.017703669198291436e+03,1.733124255988329310e+01,-7.220950892788489739e+01
2.017703871818642710e+03,1.733124255115887280e+01,-7.220950892967067603e+01
2.017787833891233731e+03,1.733123881292871715e+01,-7.220950954032142022e+01
2.017867883692739724e+03,1.733123528943323777e+01,-7.220950986669525662e+01
2.017868086312869082e+03,1.733123528090033361e+01,-7.220950986721371123e+01
2.017966350638229869e+03,1.733123156341961391e+01,-7.220950997089603618e+01
2.018019735264310384e+03,1.733122998938114634e+01,-7.220950994490823405e+01
2.018127054371656868e+03,1.733122787896503425e+01,-7.220950990133519554e+01
2.018177020966391638e+03,1.733122730573127512e+01,-7.220950995339431699e+01
2.018177223586964828e+03,1.733122730380162579e+01,-7.220950995375449111e+01
2.018281150759500179e+03,1.733122654400979101e+01,-7.220951033317325596e+01
2.018355531834930389e+03,1.733122598644669310e+01,-7.220951085956380666e+01
2.018355734455788706e+03,1.733122598458722763e+01,-7.220951086127585938e+01
2.018446044345514338e+03,1.733122483486884846e+01,-7.220951174853207988e+01
2.018446526638654404e+03,1.733122482669526576e+01,-7.220951175382732856e+01
2.018553462764215283e+03,1.733122236650108405e+01,-7.220951299735172313e+01
2.018631289995024872e+03,1.733121975628274924e+01,-7.220951388852957109e+01
2.018631492614362287e+03,1.733121974866792314e+01,-7.220951389072389759e+01
2.018738022418054697e+03,1.733121531499603307e+01,-7.220951488699503784e+01
2.018738225039388226e+03,1.733121530597662385e+01,-7.220951488853218336e+01
2.018824912088276733e+03,1.733121141347367455e+01,-7.220951539937543373e+01
2.018825114708152796e+03,1.733121140449397402e+01,-7.220951540022159065e+01
2.018898807979313915e+03,1.733120828452638307e+01,-7.220951560640749278e+01
2.018899010599570374e+03,1.733120827647839235e+01,-7.220951560671623781e+01
2.018999517106338772e+03,1.733120480621137460e+01,-7.220951563496639380e+01
2.019049964850273682e+03,1.733120351793429492e+01,-7.220951559968679589e+01
2.019157486041143784e+03,1.733120176776645849e+01,-7.220951560122207979e+01
2.019210872349069632e+03,1.733120128012451744e+01,-7.220951570927695684e+01
2.019313241814808407e+03,1.733120059038443017e+01,-7.220951621093638551e+01
2.019393979338511144e+03,1.733119984544374859e+01,-7.220951688498909959e+01
2.019394181959147772e+03,1.733119984301606920e+01,-7.220951688695066650e+01
2.019481082430603010e+03,1.733119843861565457e+01,-7.220951781984425111e+01
2.019481564722602570e+03,1.733119842858830850e+01,-7.220951782541094133e+01
2.019554977331482860e+03,1.733119658592617185e+01,-7.220951869129409317e+01
2.019555179951707260e+03,1.733119657996885010e+01,-7.220951869369221754e+01
2.019668403452385519e+03,1.733119256548841491e+01,-7.220951995021748360e+01
2.019723716198063130e+03,1.733119021313168062e+01,-7.220952045060333546e+01
2.019723918818287757e+03,1.733119020421547063e+01,-7.220952045224727556e+01
2.019825247275489801e+03,1.733118566355288337e+01,-7.220952107674563081e+01
2.019903410422845809e+03,1.733118236769850640e+01,-7.220952128906520784e+01
2.019903613043133873e+03,1.733118235973150689e+01,-7.220952128934430903e+01
2.019985200317197723e+03,1.733117949515177969e+01,-7.220952131814752306e+01
2.020090108538767254e+03,1.733117698253682448e+01,-7.220952125361365859e+01
2.020090590832382759e+03,1.733117697407076818e+01,-7.220952125346160244e+01
